Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes
B9J08_002270,B9J08_002270-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002282,B9J08_002282-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002286,B9J08_002286-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002288,B9J08_002288-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002295,B9J08_002295-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002296,B9J08_002296-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002305,B9J08_002305-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002306,B9J08_002306-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002309,B9J08_002309-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002314,B9J08_002314-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002319,B9J08_002319-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002330,B9J08_002330-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002353,B9J08_002353-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002354,B9J08_002354-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002356,B9J08_002356-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002359,B9J08_002359-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002362,B9J08_002362-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.-.- (Acting on ester bonds.),,,,,,
B9J08_002384,B9J08_002384-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002387,B9J08_002387-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002397,B9J08_002397-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002407,B9J08_002407-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002441,B9J08_002441-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002471,B9J08_002471-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002475,B9J08_002475-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002492,B9J08_002492-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002493,B9J08_002493-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002500,B9J08_002500-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002507,B9J08_002507-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002509,B9J08_002509-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002514,B9J08_002514-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002515,B9J08_002515-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002520,B9J08_002520-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002522,B9J08_002522-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002525,B9J08_002525-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002538,B9J08_002538-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.13.11.24 (Quercetin 2,3-dioxygenase)",,,,,,
B9J08_002540,B9J08_002540-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002543,B9J08_002543-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002545,B9J08_002545-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002546,B9J08_002546-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002552,B9J08_002552-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002557,B9J08_002557-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002561,B9J08_002561-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002563,B9J08_002563-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002565,B9J08_002565-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002574,B9J08_002574-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002584,B9J08_002584-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002593,B9J08_002593-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002613,B9J08_002613-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002616,B9J08_002616-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002621,B9J08_002621-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002624,B9J08_002624-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002626,B9J08_002626-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002633,B9J08_002633-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002640,B9J08_002640-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002641,B9J08_002641-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002650,B9J08_002650-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002655,B9J08_002655-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002681,B9J08_002681-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002686,B9J08_002686-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002690,B9J08_002690-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.1.1.1 (Alanine racemase),4.1.2.5 (L-threonine aldolase);4.3.1.18 (D-serine ammonia-lyase);5.1.1.1 (Alanine racemase),,,,,,
B9J08_002695,B9J08_002695-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002705,B9J08_002705-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002709,B9J08_002709-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002726,B9J08_002726-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002727,B9J08_002727-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002729,B9J08_002729-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002730,B9J08_002730-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002731,B9J08_002731-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002734,B9J08_002734-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002735,B9J08_002735-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002739,B9J08_002739-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.2.1.2 (Fumarate hydratase),,,,,,
B9J08_002747,B9J08_002747-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002753,B9J08_002753-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002754,B9J08_002754-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002757,B9J08_002757-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002760,B9J08_002760-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002773,B9J08_002773-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002799,B9J08_002799-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002803,B9J08_002803-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase),2.7.11.1 (Non-specific serine/threonine protein kinase),,,,,,
B9J08_002825,B9J08_002825-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002833,B9J08_002833-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002869,B9J08_002869-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002884,B9J08_002884-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002887,B9J08_002887-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4.-.- (Intramolecular transferases.);5.4.2.- (Phosphotransferases (phosphomutases).),,,,,,
B9J08_002889,B9J08_002889-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002899,B9J08_002899-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002925,B9J08_002925-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002933,B9J08_002933-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002949,B9J08_002949-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002956,B9J08_002956-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002958,B9J08_002958-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002985,B9J08_002985-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_002991,B9J08_002991-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003003,B9J08_003003-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003006,B9J08_003006-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003012,B9J08_003012-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003015,B9J08_003015-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.- (Carboxylic ester hydrolases.),,,,,,
B9J08_003024,B9J08_003024-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003025,B9J08_003025-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003038,B9J08_003038-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003045,B9J08_003045-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003070,B9J08_003070-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003074,B9J08_003074-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.3.1 (Ferroxidase);2.3.1.- (Transferring groups other than amino-acyl groups.);3.1.-.- (Acting on ester bonds.);3.1.1.- (Carboxylic ester hydrolases.),,,,,,
B9J08_003085,B9J08_003085-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003109,B9J08_003109-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003110,B9J08_003110-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003112,B9J08_003112-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003129,B9J08_003129-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003137,B9J08_003137-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003148,B9J08_003148-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003149,B9J08_003149-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003161,B9J08_003161-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003166,B9J08_003166-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003174,B9J08_003174-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003181,B9J08_003181-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003182,B9J08_003182-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003188,B9J08_003188-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003191,B9J08_003191-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003204,B9J08_003204-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003214,B9J08_003214-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003223,B9J08_003223-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003233,B9J08_003233-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003236,B9J08_003236-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003279,B9J08_003279-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003283,B9J08_003283-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003286,B9J08_003286-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003289,B9J08_003289-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003297,B9J08_003297-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003317,B9J08_003317-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003318,B9J08_003318-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003325,B9J08_003325-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003332,B9J08_003332-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003333,B9J08_003333-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003334,B9J08_003334-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003342,B9J08_003342-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003350,B9J08_003350-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003351,B9J08_003351-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003358,B9J08_003358-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003370,B9J08_003370-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003375,B9J08_003375-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003388,B9J08_003388-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003399,B9J08_003399-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003422,B9J08_003422-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003434,B9J08_003434-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003438,B9J08_003438-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003475,B9J08_003475-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003481,B9J08_003481-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003483,B9J08_003483-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
