Protein,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10
B9J08_002515,Dynactin subunit 3,0.2669558379449746,Dynactin subunit 3 [0.2670] | Dynactin subunit 3-like [0.0915] | Hypothetical protein [0.0826] | Dynactin subunit 2 [0.0557] | Dynactin subunit [0.0451] | Dynactin subunit 2-like [0.0206] | Prefoldin subunit 3 [0.0146] | Dynactin subunit 3-like protein [0.0141] | Dynactin domain-containing protein [0.0118] | Prefoldin subunit [0.0107]
B9J08_002522,Similar to,0.034333105609574,"Similar to [0.0343] | PAT1 domain containing protein [0.0187] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0118] | HMG box domain-containing protein [0.0115] | Podospora anserina S mat+ genomic DNA chromosome 1, supercontig 1 [0.0075] | WGS project CABT00000000 data, contig 2.3 [0.0068] | Podospora anserina S mat+ genomic DNA chromosome 3, supercontig 2 [0.0063] | Podospora anserina S mat+ genomic DNA chromosome 2, supercontig 2 [0.0063] | Podospora anserina S mat+ genomic DNA chromosome 1, supercontig 4 [0.0060] | WGS project CABT00000000 data, contig 2.1 [0.0055]"
B9J08_002525,DUF632 domain-containing protein,0.0355293760751572,DUF632 domain-containing protein [0.0355] | SAP30_Sin3_bdg domain-containing protein [0.0263] | Ovate family protein [0.0138] | DUF4806 domain-containing protein [0.0124] | Hypothetical protein [0.0111] | (thale cress) hypothetical protein [0.0103] | Serine/threonine-protein kinase [0.0103] | Serine/threonine protein kinase [0.0040] | Serine/threonine-protein kinase TOUSLED [0.0025] | Serine/threonine-protein kinase TOUSLED-like [0.0025]
B9J08_002540,Opaque-phase-specific protein OP4,0.2406469373551815,"Opaque-phase-specific protein OP4 [0.2406] | Cell wall mannoprotein 1 [0.0322] | Secreted protein [0.0310] | Hypothetical_protein [0.0130] | Cell wall protein [0.0093] | Bgt- [0.0066] | Cell wall mannoprotein [0.0058] | Opaque-phase-specific protein OP4, [0.0027] | Actin cytoskeleton-regulatory complex protein PAN1 [0.0027] | WGS project CABT00000000 data, contig 2.1 [0.0023]"
B9J08_002541,Protein kinase domain-containing protein,0.0348336454676432,Protein kinase domain-containing protein [0.0348] | Protein SQS1 [0.0223] | Transmembrane protein [0.0207] | Choline transporter-like protein [0.0141] | S-acyltransferase [0.0132] | Polycystic kidney disease protein 1-like 2 [0.0083] | Metal ion transporter [0.0079] | Protein ssh4 [0.0050] | Multidrug resistance protein [0.0035] | Protein kinase [0.0022]
B9J08_002545,GATA-type domain-containing protein,0.0975213989361518,GATA-type domain-containing protein [0.0975] | White-opaque regulator 1 [0.0863] | White-opaque regulator 2 [0.0563] | Stc1 domain-containing protein [0.0272] | White-opaque regulator 3 [0.0244] | Zf-4CXXC_R1 domain-containing protein [0.0154] | Zn(2)-C6 fungal-type domain-containing protein [0.0142] | White-opaque regulator 1-like [0.0138] | White-opaque regulator [0.0082] | Zinc-finger domain containing protein [0.0067]
B9J08_002552,F-box domain-containing protein,0.9264463992180944,F-box domain-containing protein [0.9264] | F-box domain protein [0.0065] | Hypothetical protein [0.0040] | F-box domain containing protein [0.0034] | (pine wood nematode) hypothetical protein [0.0032] | F-box domain [0.0029] | FBA_2 domain-containing protein [0.0027] | FTH domain-containing protein [0.0025] | Cyclin-like F-box [0.0024] | FBD domain-containing protein [0.0011]
B9J08_002561,GPI anchored protein,0.0695690625413913,"GPI anchored protein [0.0696] | Sericin-1-like [0.0481] | Secreted protein [0.0431] | Hypothetical_protein [0.0419] | HAM34-like membrane protein [0.0411] | GPI anchored protein, [0.0362] | Sericin-1 [0.0334] | Str. FM013 [0.0300] | Cutinase [0.0287] | Sericin-2-like [0.0168]"
B9J08_002574,Secreted protein,0.0395429483032024,"Secreted protein [0.0395] | GPI anchored protein [0.0325] | Midasin [0.0200] | Str. FM013 [0.0193] | Similar to [0.0140] | GPI anchored protein, [0.0129] | Cell surface protein [0.0115] | Hypothetical_protein [0.0085] | WGS project CABT00000000 data, contig 2.1 [0.0080] | WGS project CABT00000000 data, contig 2.2 [0.0080]"
B9J08_002579,Biopolymer transporter ExbD,0.0450990705007418,Biopolymer transporter ExbD [0.0451] | Biopolymer transport protein ExbD/TolR [0.0424] | Ubiquitinyl hydrolase 1 [0.0177] | SEP domain-containing protein [0.0105] | Ubiquitin-like domain-containing protein [0.0095] | DUF2431 domain-containing protein [0.0089] | Ubiquitin-fold modifier 1 [0.0088] | Biopolymer transport protein ExbD [0.0064] | DUF4325 domain-containing protein [0.0055] | Biopolymer transport exbD protein [0.0041]
B9J08_002584,C2 domain-containing protein,0.0572469650851158,C2 domain-containing protein [0.0572] | DUF3794 domain-containing protein [0.0464] | Vacuolar protein sorting-associated protein 13D [0.0421] | (pine wood nematode) hypothetical protein [0.0324] | VPS13_C domain-containing protein [0.0236] | Vacuolar protein sorting-associated protein 13A [0.0234] | PH domain-containing protein [0.0218] | DUF3668 domain-containing protein [0.0194] | SHR-BD domain-containing protein [0.0170] | DUF3715 domain-containing protein [0.0120]
B9J08_002592,Melanoma antigen recognized by T-cells 1,0.0310564839361442,"Melanoma antigen recognized by T-cells 1 [0.0311] | Secreted protein [0.0227] | Cysteine and tyrosine-rich protein 1 [0.0192] | Hypothetical protein [0.0184] | Nectin-3 [0.0124] | SH3 domain-containing protein [0.0120] | Hypothetical_protein [0.0090] | Transmembrane protein, [0.0089] | Transmembrane protein [0.0055] | WGS project CBMI000000000 data, contig [0.0049]"
B9J08_002593,Flocculation protein FLO11-like,0.0345095571556139,Flocculation protein FLO11-like [0.0345] | Hypothetical protein [0.0287] | Expressed conserved protein [0.0213] | Flocculation protein FLO11 [0.0179] | Serine/arginine repetitive matrix protein 2 [0.0123] | Serine/arginine repetitive matrix protein 2-like [0.0090] | Serine/threonine-protein kinase [0.0067] | Serine/arginine repetitive matrix protein 1 [0.0058] | Serine-rich adhesin for platelets [0.0053] | Serine/threonine-protein kinase mig-15 [0.0048]
B9J08_002613,BHLH domain-containing protein,0.803605194530258,"BHLH domain-containing protein [0.8036] | Transcriptional regulator [0.0187] | BZIP domain-containing protein [0.0046] | WGS project CCBQ000000000 data, contig 00015 [0.0033] | Retrograde regulation protein 3 [0.0031] | WGS project CCBQ000000000 data, contig 00106 [0.0030] | Helix-loop-helix DNA-binding domain-containing transcription factor [0.0019] | WGS project CCBQ000000000 data, contig 00016 [0.0017] | WGS project CCBQ000000000 data, contig 00107 [0.0016] | Hlh transcription factor [0.0015]"
B9J08_002616,Transferrin-like domain-containing protein,0.1697036989206472,Transferrin-like domain-containing protein [0.1697] | Transferrin [0.0511] | BgtE- [0.0393] | Signal peptide protein [0.0299] | Effector protein [0.0271] | A to I editase domain-containing protein [0.0167] | Transferrin-like protein [0.0110] | Vitellogenin domain-containing protein [0.0096] | Transferrin-1 [0.0087] | Signal peptide-containing protein [0.0077]
B9J08_002621,Hypothetical_protein,0.0510101007854265,Hypothetical_protein [0.0510] | Str. FM013 [0.0227] | Mitochondrial fission regulator 1-like [0.0182] | Hypothetical protein [0.0167] | Histone deacetylase 14 [0.0046] | Sister chromatid cohesion protein [0.0035] | Mitochondrial fission regulator 1 [0.0031] | Sister chromatid cohesion protein DCC1 [0.0021] | Serine/threonine-protein kinase [0.0021] | Ribosomal RNA-processing protein 8 [0.0019]
B9J08_002624,Transposase,0.077917833826814,Transposase [0.0779] | Str. FM013 [0.0279] | Hypothetical protein [0.0193] | Integrase [0.0175] | DDE_Tnp_1_7 domain-containing protein [0.0127] | UDENN domain-containing protein [0.0068] | Alpha/beta hydrolase [0.0054] | DUF4057 domain-containing protein [0.0027] | DUF2335 domain-containing protein [0.0026] | ATP-dependent DNA helicase [0.0019]
B9J08_002626,Hypothetical protein,0.0726745731322807,Hypothetical protein [0.0727] | Ovule protein [0.0398] | Transmembrane protein [0.0352] | RPW8 domain-containing protein [0.0228] | Inner membrane protein [0.0148] | DUF2892 domain-containing protein [0.0136] | LapA family protein [0.0115] | IncA protein [0.0110] | Hypothetical_protein [0.0098] | Inner membrane localized protein [0.0081]
B9J08_002640,AGC-kinase C-terminal domain-containing protein,0.0192413787286481,"AGC-kinase C-terminal domain-containing protein [0.0192] | (pine wood nematode) hypothetical protein [0.0131] | Organ specific protein [0.0085] | S ribonuclease [0.0082] | DUF3276 family protein [0.0065] | Organ-specific protein S2-like [0.0042] | RNA-directed DNA polymerase, eukaryota, reverse transcriptase zinc-binding domain protein [0.0037] | RNA-directed DNA polymerase, eukaryota [0.0032] | ATP-dependent DNA helicase [0.0031] | Organ-specific protein S2 [0.0023]"
B9J08_002641,RING-type domain-containing protein,0.1059394988302542,RING-type domain-containing protein [0.1059] | WD_REPEATS_REGION domain-containing protein [0.0420] | Reverse transcriptase domain-containing protein [0.0318] | CCHC-type domain-containing protein [0.0240] | EC:2.7.11.1 [0.0194] | TPR_REGION domain-containing protein [0.0165] | HECT domain-containing protein [0.0156] | WD repeat protein [0.0111] | Serine/threonine-protein kinase [0.0092] | WD repeat-containing protein 60 [0.0087]
B9J08_002650,ARID domain-containing protein,0.0944552450324561,ARID domain-containing protein [0.0945] | Integrase catalytic domain-containing protein [0.0824] | RNA-directed RNA polymerase [0.0473] | CCHC-type domain-containing protein [0.0458] | Reverse transcriptase domain-containing protein [0.0243] | EC:2.7.7.6 [0.0232] | OTU domain-containing protein [0.0194] | RNA polymerase II degradation factor 1 [0.0165] | DNA-directed RNA polymerase [0.0100] | Reverse transcriptase [0.0091]
B9J08_002655,RICTOR_V domain-containing protein,0.138616231962416,RICTOR_V domain-containing protein [0.1386] | TPR_REGION domain-containing protein [0.1323] | Anaphase-promoting complex subunit 3 [0.0375] | Rapamycin-insensitive companion of mTOR [0.0345] | MYND-type domain-containing protein [0.0299] | BTB domain-containing protein [0.0169] | Tetratricopeptide repeat protein [0.0166] | WD_REPEATS_REGION domain-containing protein [0.0162] | Anaphase-promoting complex subunit 5 [0.0107] | Anaphase-promoting complex subunit 7 [0.0060]
B9J08_002656,Ion_trans domain-containing protein,0.0854880261608971,"Ion_trans domain-containing protein [0.0855] | N-acetylglucosaminyltransferase complex [0.0561] | Hypothetical protein [0.0434] | Transmembrane protein [0.0267] | N-acetylglucosaminyltransferase complex, subunit PIG-Q/GPI1 [0.0262] | ABC transmembrane type-1 domain-containing protein [0.0248] | N-acetylglucosaminyltransferase complex, subunit PIG-Q/GPI1, required for phosphatidylinositol biosynthesis [0.0211] | Conserved plasma membrane protein [0.0199] | Cystic fibrosis transmembrane conductance regulator [0.0129] | Transmembrane protein, [0.0121]"
B9J08_002695,Secreted protein,0.0976076979862901,"Secreted protein [0.0976] | Cell wall mannoprotein 1 [0.0596] | Small secreted protein [0.0407] | Cell wall protein [0.0229] | Similar to [0.0169] | Antigenic cell wall protein [0.0141] | WGS project CBMI000000000 data, contig [0.0139] | Hydrophobic surface binding protein A-domain-containing protein [0.0131] | Aggrecan core protein [0.0081] | Secretoglobin family 1C member 1 [0.0046]"
B9J08_002709,Type VI secretion system baseplate subunit TssF,0.0718250288741441,Type VI secretion system baseplate subunit TssF [0.0718] | Type VI secretion protein [0.0226] | VirE_N domain-containing protein [0.0174] | DUF3885 domain-containing protein [0.0117] | Type IV secretion protein Dot [0.0108] | PX domain-containing protein [0.0106] | Type VI secretion system baseplate subunit TssG [0.0092] | Hypothetical protein [0.0092] | EC:2.7.7.6 [0.0081] | Type VI secretion system protein [0.0078]
B9J08_002727,BHLH domain-containing protein,0.0507056313899486,"BHLH domain-containing protein [0.0507] | HMG box domain-containing protein [0.0405] | WD_REPEATS_REGION domain-containing protein [0.0223] | Histone acetyltransferase [0.0187] | Histone deacetylase complex mta1 component [0.0099] | AT-rich interactive domain-containing protein 5B [0.0097] | High mobility group protein [0.0057] | AT-rich interactive domain-containing protein 1B [0.0049] | Ino80 complex subunit Iec3 [0.0046] | High mobility group, superfamily [0.0043]"
B9J08_002729,Secreted protein,0.0342968459682734,Secreted protein [0.0343] | Cell wall protein [0.0064] | KRE1-like protein [0.0053] | EM14S01-3B_G0010840.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0053840.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0009840.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0051840.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0010010.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0009010.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0039840.mRNA.1.CDS.1 [0.0000]
B9J08_002730,YNL208W,0.0778615285368161,YNL208W [0.0779] | YNL208W-like protein [0.0701] | Rick_17kDa_Anti domain-containing protein [0.0418] | YNL208Wp-like protein [0.0272] | Stress protein DDR48 [0.0188] | Related to DDR48-heat shock protein [0.0174] | RNQ1-like protein [0.0107] | RNQ1 (Y [0.0076] | Glycine-rich cell wall structural protein 1 [0.0046] | Glycine-rich cell wall structural protein [0.0042]
B9J08_002731,Structure-specific endonuclease subunit SLX4,0.0219349449629652,Structure-specific endonuclease subunit SLX4 [0.0219] | (pine wood nematode) hypothetical protein [0.0206] | Carboxylesterase family protein [0.0168] | DNA endonuclease RBBP8 [0.0162] | DNA repair and recombination protein RAD26 [0.0131] | Carboxylesterase [0.0124] | Hypothetical protein [0.0121] | Something about silencing protein 10 [0.0058] | DNA repair protein RAD26 [0.0039] | DNA repair protein [0.0038]
B9J08_002734,Opaque-phase-specific protein OP4,0.2000584389156857,"Opaque-phase-specific protein OP4 [0.2001] | (pine wood nematode) hypothetical protein [0.0352] | Hypothetical_protein [0.0203] | Skeletrophin [0.0085] | Spore wall protein 1 [0.0060] | Related to chitinase [0.0057] | Spore coat protein [0.0042] | F-box domain-containing protein [0.0039] | Skeleton-binding protein 1, [0.0037] | Opaque-phase-specific protein OP4, [0.0035]"
B9J08_002735,Cutinase,0.3971433737472045,"Cutinase [0.3971] | Chitinase [0.0337] | Pectin lyase F [0.0233] | EC:3.1.1.74 [0.0213] | Related to MUC1 Extracellular alpha-1,4-glucan glucosidase [0.0202] | EC:3.1.1.- [0.0200] | EC:3.1.1.11 [0.0167] | MUC1-Extracellular alpha-1,4-glucan glucosidase [0.0162] | EC:3.1.3.16 [0.0139] | MUC1 Extracellular alpha-1,4-glucan glucosidase [0.0132]"
B9J08_002753,Secreted protein,0.119667490841459,"Secreted protein [0.1197] | GPI anchored protein [0.0491] | Str. FM013 [0.0148] | GPI anchored protein, [0.0142] | Cell wall protein [0.0112] | WGS project CBMI000000000 data, contig [0.0075] | GPI-anchored protein 26 [0.0037] | Cell wall mannoprotein [0.0037] | Cell wall mannoprotein CIS3 [0.0036] | WGS project CABT00000000 data, contig 2.2 [0.0023]"
B9J08_002754,Ubiquitin-like domain-containing protein,0.6444757260886017,Ubiquitin-like domain-containing protein [0.6445] | Rad60-SLD domain-containing protein [0.0223] | Ubiquitinyl hydrolase 1 [0.0201] | Ubiquitin family protein [0.0184] | EC:3.4.19.12 [0.0153] | C2 domain-containing protein [0.0151] | Integral membrane protein [0.0094] | Protein kinase domain-containing protein [0.0092] | Ubiquitin family [0.0048] | Protein kinase-like domain [0.0028]
B9J08_002757,T-SNARE coiled-coil homology domain-containing protein,0.0388859124631995,"T-SNARE coiled-coil homology domain-containing protein [0.0389] | Hypothetical protein [0.0257] | (pine wood nematode) hypothetical protein [0.0239] | V-SNARE coiled-coil homology domain-containing protein [0.0201] | Heat shock protein GrpE [0.0105] | Bgt- [0.0084] | Heat shock 70 kDa protein 14 [0.0056] | Heat shock factor-binding protein 1 [0.0043] | WGS project CBMI000000000 data, contig [0.0039] | Similar to [0.0032]"
B9J08_002773,DUF599 domain-containing protein,0.2637819609839981,"DUF599 domain-containing protein [0.2638] | Transmembrane protein [0.0908] | Transmembrane protein, [0.0880] | DUF599 family protein [0.0813] | (pine wood nematode) hypothetical protein [0.0399] | (thale cress) hypothetical protein [0.0248] | DUF599-domain-containing protein [0.0149] | DUF599 domain containing protein [0.0123] | G protein-coupled receptor [0.0069] | Transmembrane protein 208 [0.0066]"
B9J08_002811,Ovule protein,0.0452282631642102,Ovule protein [0.0452] | PREDICTED: CLAVATA3/ESR (CLE)-related [0.0349] | Exostosin domain-containing protein [0.0222] | CLAVATA3/ESR (CLE)-related protein 25-like [0.0173] | Exostosin-like [0.0171] | Exostosin family protein [0.0133] | Beta-galactosidase [0.0132] | PREDICTED: unnamed product [0.0125] | Methyltransferase [0.0077] | CLAVATA3/ESR (CLE)-related protein 25 [0.0077]
B9J08_002825,Antitoxin,0.117982164623139,"Antitoxin [0.1180] | Antitoxin protein of toxin-antitoxin system [0.0826] | Cold-shock protein [0.0486] | Chaperone protein DnaK [0.0221] | Antitoxin protein [0.0197] | Excreted virulence factor EspC, type VII ESX diderm [0.0194] | CsbD family protein [0.0165] | Glucose starvation-inducible protein B [0.0156] | Excreted virulence factor EspC (Type VII ESX diderm) [0.0119] | MT0933-like antitoxin protein [0.0108]"
B9J08_002843,Hypothetical protein,0.0773629899714137,"Hypothetical protein [0.0774] | Hypothetical_protein [0.0496] | Transmembrane protein [0.0491] | (pine wood nematode) hypothetical protein [0.0424] | Conserved plasma membrane protein [0.0260] | Bestrophin homolog [0.0171] | Testis-expressed protein 2 [0.0125] | Nuclear envelope morphology protein 1 [0.0120] | Testis-expressed protein 14 [0.0090] | Transmembrane protein, [0.0070]"
B9J08_002884,Str. FM013,0.0777996805183512,"Str. FM013 [0.0778] | Phosducin domain-containing protein [0.0413] | RPGR1_C domain-containing protein [0.0254] | BgtA- [0.0216] | Similar to [0.0211] | UPF0029 domain-containing protein [0.0121] | RPAP3_C domain-containing protein [0.0096] | Protein TRM32 [0.0052] | Protein TRM32-like [0.0042] | WGS project CCBQ000000000 data, contig 00015 [0.0035]"
B9J08_002899,Hypothetical protein,0.0393331637018239,"Hypothetical protein [0.0393] | Casein kinase I [0.0088] | Casein kinase II subunit beta [0.0074] | DUF1752-domain-containing protein [0.0056] | Pentatricopeptide repeat-containing protein [0.0051] | C6 zinc finger domain-containing protein [0.0038] | Serine/threonine-protein kinase [0.0035] | Kinesin light chain [0.0034] | C6 zinc finger domain containing protein [0.0032] | WGS project CBMI000000000 data, contig [0.0026]"
B9J08_002925,Protein kinase domain-containing protein,0.0505357374800417,Protein kinase domain-containing protein [0.0505] | DUF1767 domain-containing protein [0.0237] | Protein SMG7 [0.0174] | Exocyst complex component Sec8 [0.0133] | Ras-GEF domain-containing protein [0.0133] | C2H2-type domain-containing protein [0.0112] | Protein MOR1 [0.0108] | Protein LST4 [0.0107] | DUF2451 domain-containing protein [0.0062] | Protein kinase [0.0049]
B9J08_002933,"37S ribosomal protein S24, mitochondrial",0.0432134096418361,"37S ribosomal protein S24, mitochondrial [0.0432] | 30S ribosomal protein S9 [0.0326] | Something about silencing protein 10 [0.0283] | Ribosomal protein S18 [0.0280] | 28S ribosomal protein S22, mitochondrial [0.0197] | 28S ribosomal protein S24, mitochondrial [0.0194] | Ribosomal protein S15 [0.0162] | Ribosomal protein [0.0134] | DNA-directed RNA polymerase subunit beta [0.0122] | Ribosomal protein S24/S35 [0.0119]"
B9J08_002938,Transmembrane protein,0.2482362602918501,"Transmembrane protein [0.2482] | Transmembrane protein 143 [0.1228] | Transmembrane protein 143-like [0.0380] | Transmembrane protein, [0.0365] | Inner membrane protein [0.0194] | DUF4455 domain-containing protein [0.0167] | Calcium uniporter protein [0.0137] | Transmembrane protein 188 [0.0127] | Transmembrane protein C9orf5 [0.0123] | (pine wood nematode) hypothetical protein [0.0120]"
B9J08_002958,TORC_M domain-containing protein,0.0264728797999494,TORC_M domain-containing protein [0.0265] | TORC_N domain-containing protein [0.0189] | GATA-type domain-containing protein [0.0170] | HJURP_C domain-containing protein [0.0158] | Rxt3-domain-containing protein [0.0099] | Protein kinase [0.0074] | Transcription factor [0.0062] | Transcription factor 20 [0.0037] | Nuclear receptor corepressor 1 [0.0032] | GATA-type sexual development transcription factor NsdD [0.0027]
B9J08_002968,MARVEL domain-containing protein,0.8800758666034663,MARVEL domain-containing protein [0.8801] | Membrane-associating domain-containing protein [0.0162] | Membrane-associating domain protein [0.0047] | Integral membrane protein [0.0040] | MARVEL domain containing protein [0.0039] | Marvel domain-containing protein [0.0036] | MARVEL-like domain protein [0.0034] | Membrane-associating domain-domain-containing protein [0.0034] | Synaptophysin / synaptoporin [0.0021] | Membrane-associating domain family protein [0.0018]
B9J08_003003,"WGS project CBMG000000000 data, contig CS5907-",0.0078601982443804,"WGS project CBMG000000000 data, contig CS5907- [0.0079] | Hypothetical protein [0.0075] | WGS project CBMI000000000 data, contig [0.0074] | BZIP domain-containing protein [0.0059] | Methyl-CpG-binding domain protein [0.0051] | WGS project CBME000000000 data, contig [0.0047] | BZIP_Maf domain-containing protein [0.0046] | BZIP transcription factor [0.0030] | WGS project CBMD000000000 data, contig [0.0027] | CAMP-regulated phosphoprotein 19-related protein [0.0026]"
B9J08_003012,Cell division cycle protein 123,0.0358051423972591,"Cell division cycle protein 123 [0.0358] | Anaphase-promoting complex subunit 10 [0.0342] | MRP-L46 domain-containing protein [0.0244] | Hypothetical_protein [0.0199] | Cell division protein [0.0165] | SH2 domain-containing protein [0.0159] | SH2_2 domain-containing protein [0.0090] | Cell division protein ZipA [0.0081] | Tubulin--tyrosine ligase [0.0061] | WGS project CCBQ000000000 data, contig 00015 [0.0060]"
B9J08_003025,Conserved protein,0.020854110366612,"Conserved protein [0.0209] | Pheromone-regulated membrane protein 10 [0.0159] | WGS project CCBQ000000000 data, contig 00015 [0.0065] | Mif2_N domain-containing protein [0.0064] | WGS project CCBQ000000000 data, contig 00106 [0.0044] | WGS project CCBQ000000000 data, contig 00107 [0.0038] | Mif2/CENP-C like-domain-containing protein [0.0033] | WGS project CCBQ000000000 data, contig 00016 [0.0023] | Mif2p [0.0021] | WGS project CCBQ000000000 data, contig 00058 [0.0020]"
B9J08_003070,RRNA N-glycosidase,0.0145332508956337,"RRNA N-glycosidase [0.0145] | NmrA domain-containing protein [0.0118] | DUF383 domain-containing protein [0.0098] | Hypothetical protein [0.0091] | DUF4470 domain-containing protein [0.0085] | Hypothetical_protein [0.0082] | DUF4821 domain-containing protein [0.0053] | DUF4116 domain-containing protein [0.0038] | WGS project CBMI000000000 data, contig [0.0028] | WGS project CCBQ000000000 data, contig 00015 [0.0020]"
B9J08_003109,RGS domain-containing protein,0.0464731386643601,"RGS domain-containing protein [0.0465] | Hypothetical_protein [0.0413] | WGS project CCBQ000000000 data, contig 00015 [0.0274] | WGS project CCBQ000000000 data, contig 00106 [0.0212] | WGS project CCBQ000000000 data, contig 00107 [0.0138] | WGS project CCBQ000000000 data, contig 00016 [0.0108] | WGS project CCBQ000000000 data, contig 00102 [0.0100] | WGS project CCBQ000000000 data, contig 00058 [0.0097] | WGS project CCBQ000000000 data, contig 00099 [0.0075] | WGS project CCBQ000000000 data, contig 00098 [0.0053]"
B9J08_003110,"Transmembrane protein,",0.0144206817065644,"Transmembrane protein, [0.0144] | Secreted protein [0.0137] | Transmembrane protein [0.0103] | Conserved domain protein [0.0068] | Bgt- [0.0066] | LPXTG cell wall anchor domain-containing protein [0.0065] | Cytochrome c heme lyase subunit CcmF [0.0041] | LPXTG-motif cell wall anchor domain protein [0.0034] | LPXTG-domain-containing protein cell wall anchor domain [0.0026] | Cytochrome c1 [0.0022]"
B9J08_003112,Conserved protein,0.0317658801523804,Conserved protein [0.0318] | Ime1p [0.0072] | Suppressor protein [0.0013] | EM14S01-3B_G0010840.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0019840.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0010010.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0051840.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0019970.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0034840.mRNA.1.CDS.1 [0.0000] | EM14S01-3B_G0010970.mRNA.1.CDS.1 [0.0000]
B9J08_003129,Midasin,0.2158206988538046,Midasin [0.2158] | Hypothetical_protein [0.0322] | Midasin-like [0.0237] | Piso0_005766 protein [0.0038] | Midasin-like protein [0.0023] | Piso0_005768 protein [0.0023] | Piso0_005761 protein [0.0018] | Piso0_005769 protein [0.0018] | Piso0_005767 protein [0.0018] | Similar to [0.0001]
B9J08_003137,Cation transport regulator ChaB,0.2375778517234241,Cation transport regulator ChaB [0.2376] | FlgM domain-containing protein [0.0218] | Hypothetical_protein [0.0203] | Cation transport regulator chaB [0.0196] | Cation transport regulator [0.0167] | ATPase [0.0126] | Gamma-glutamyltranspeptidase [0.0123] | Gamma-glutamyltransferase [0.0121] | Hypothetical conserved protein [0.0110] | (pine wood nematode) hypothetical protein [0.0108]
B9J08_003149,"54S ribosomal protein L41, mitochondrial",0.0732196341463338,"54S ribosomal protein L41, mitochondrial [0.0732] | 54S ribosomal protein L41 [0.0404] | 37S ribosomal protein S25, mitochondrial [0.0257] | Hypothetical_protein [0.0230] | MRP-S28 domain-containing protein [0.0204] | 54S ribosomal protein L41 mitochondrial [0.0153] | Ribosomal protein subunit L20 [0.0152] | Ribosomal protein subunit L23 [0.0131] | Mitochondrial ribosomal protein L41 [0.0129] | Ribosomal protein subunit L41 [0.0114]"
B9J08_003181,Hypothetical protein,0.0714725342468079,Hypothetical protein [0.0715] | Coiled-coil domain-containing protein 167 [0.0455] | Coiled-coil domain containing 167 [0.0412] | Coiled-coil domain-containing protein 190 [0.0310] | Coiled-coil domain containing 190 [0.0259] | Coiled-coil domain-containing protein 190-like [0.0164] | BZIP domain-containing protein [0.0155] | Coiled-coil domain-containing protein [0.0145] | Transposase [0.0133] | (pine wood nematode) hypothetical protein [0.0116]
B9J08_003191,Topoisomerase I damage affected protein 2,0.0472279264457054,"Topoisomerase I damage affected protein 2 [0.0472] | Topoisomerase I damage affected protein 11 [0.0345] | Hypothetical_protein [0.0265] | (pine wood nematode) hypothetical protein [0.0224] | Piso0_002540 protein [0.0089] | WGS project CCBQ000000000 data, contig 00015 [0.0071] | Piso0_002549 protein [0.0059] | Piso0_002548 protein [0.0053] | Piso0_002547 protein [0.0053] | Piso0_002542 protein [0.0052]"
B9J08_003204,Mitochondrial respiratory complex I chaperone,0.0603067222826872,"Mitochondrial respiratory complex I chaperone [0.0603] | Mitochondrial group I intron splicing factor ccm1 [0.0302] | YJR003C [0.0209] | Mitochondrial respiratory complex I chaperone, [0.0207] | Complex I intermediate-associated protein [0.0164] | YJR003C-like protein [0.0162] | Cytochrome B pre-mRNA-processing protein 6 [0.0140] | Mitochondrial respiratory complex I assembly protein [0.0119] | Mitochondrial respiratory complex I chaperone (Cia84), [0.0090] | WGS project CCBQ000000000 data, contig 00015 [0.0089]"
B9J08_003223,Opaque-phase-specific protein OP4,0.8016801121896597,"Opaque-phase-specific protein OP4 [0.8017] | Secreted protein [0.0163] | Opaque-phase-specific protein OP4, [0.0119] | Cell wall mannoprotein 1 [0.0041] | Opaque-phase-specific protein OP4 protein [0.0026] | Cell wall protein [0.0026] | HEAT repeat domain-containing protein [0.0025] | Opaque-phase-specific protein [0.0025] | Opaque-phase-specific protein OP4, variant [0.0014] | Bgt- [0.0014]"
B9J08_003260,"Transmembrane protein,",0.1741433193920421,"Transmembrane protein, [0.1741] | Transmembrane protein [0.0664] | Ovule protein [0.0303] | Mitochondrial import inner membrane translocase subunit Tim21 [0.0269] | (thale cress) hypothetical protein [0.0230] | Deltameth_res domain-containing protein [0.0176] | Cytochrome c oxidase assembly factor 3 [0.0142] | Mitochondrial import inner membrane translocase subunit TIM50 [0.0092] | Mitochondrial import inner membrane translocase subunit TIM50-like [0.0050] | PREDICTED: mitochondrial [0.0047]"
