Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,GO2SUM_Function_Text,GO2SUM_Function_Word_Count,GO2SUM_Function_Exact_Duplicate_Count,GO2SUM_Function_Review_Reasons,GO2SUM_Function_Review_Flag,GO2SUM_Pathway_Text,GO2SUM_Pathway_Word_Count,GO2SUM_Pathway_Exact_Duplicate_Count,GO2SUM_Pathway_Review_Reasons,GO2SUM_Pathway_Review_Flag,GO2SUM_Subunit_Text,GO2SUM_Subunit_Word_Count,GO2SUM_Subunit_Exact_Duplicate_Count,GO2SUM_Subunit_Review_Reasons,GO2SUM_Subunit_Review_Flag,GO2SUM_Any_Review_Flag,GO2SUM_Number_Of_Flagged_Output_Types
B9J08_004376,B9J08_004376,B9J08_004376-t37_1,hypothetical protein,337,5,0,Integral membrane protein,0.0908011023738023,Integral membrane protein [0.0908] | SSD domain-containing protein [0.0484] | (pine wood nematode) hypothetical protein [0.0364] | Lysosomal cobalamin transporter [0.0217] | DUF3533 domain-containing protein [0.0193] | Hypothetical_protein [0.0189] | Hypothetical protein [0.0175] | DUF4239 domain-containing protein [0.0160] | Integral membrane protein-like protein [0.0143] | Niemann-Pick C1 protein [0.0078],False,False,False,False,GO:0005575,cellular_component,0.9535,1,GO:0016021,integral component of membrane,0.9154,3,16,10,4,integral component of membrane | intrinsic component of membrane | membrane | plasma membrane | intracellular organelle part | organelle part | leaflet of membrane bilayer | transport | localization | ion transport,True,True,True,3,"Probably part of the ABC transporter complex YBP1, which is involved in the translocation of the substrate across the membrane.",20,1,,False,Lipid metabolism; fatty acid metabolism.,5,20,,False,Interacts with pgl-2; the interaction is direct.,7,1,,False,False,0
B9J08_003777,B9J08_003777,B9J08_003777-t37_1,hypothetical protein,197,6,0,Transmembrane protein,0.0905602129929303,"Transmembrane protein [0.0906] | Integral membrane protein [0.0381] | Scamp-domain-containing protein [0.0309] | Secretory carrier membrane protein [0.0274] | Transmembrane protein, [0.0247] | Hypothetical protein [0.0241] | Protein S-acyltransferase 2 [0.0188] | (pine wood nematode) hypothetical protein [0.0160] | Secretory carrier-associated membrane protein [0.0141] | Integral to membrane [0.0137]",False,False,False,False,GO:0005575,cellular_component,0.973,1,GO:0016021,integral component of membrane,0.7516,5,16,10,7,integral component of membrane | organelle membrane | intrinsic component of membrane | intracellular part | membrane | organelle part | intracellular organelle part | extracellular space | leaflet of membrane bilayer | extracellular region part,True,True,True,3,OBSOLETE is a lipoprotein that binds to phospholipid vesicles and functions in the same biological function.,16,1,obsolete_placeholder,True,Lipid metabolism; fatty acid metabolism.,5,20,,False,Homodimer.,1,182,,False,True,1
B9J08_002015,B9J08_002015,B9J08_002015-t37_1,hypothetical protein,477,21,0,C3H1-type domain-containing protein,0.0905227599430841,C3H1-type domain-containing protein [0.0905] | CID domain-containing protein [0.0706] | C2 domain-containing protein [0.0548] | Serine/threonine-protein phosphatase 1 regulatory subunit 10 [0.0362] | Serine/threonine-protein kinase [0.0233] | C2 NT-type domain-containing protein [0.0191] | Serum response factor-binding protein 1 [0.0150] | Rad21_Rec8_N domain-containing protein [0.0111] | Hypothetical protein [0.0082] | Serine/threonine-protein kinase At1g09600 [0.0057],False,False,False,False,GO:0008150,biological_process,0.9179,1,GO:0044424,intracellular part,0.7818,5,17,11,5,intracellular part | cellular component organization or biogenesis | cellular component organization | organelle organization | cytoplasm | multi-organism organelle organization | cytoskeleton organization | regulation of biological process | regulation of cellular process | microtubule-based process | cell division,True,True,True,3,Plays a role in the microtubule-dependent coupling of the nucleus and the cytoskeleton.,13,1,,False,Amino-acid biosynthesis; ergothioneine biosynthesis.,4,13,,False,Interacts with BRI1 ; the interaction is direct.,8,1,,False,False,0
B9J08_003325,B9J08_003325,B9J08_003325-t37_1,hypothetical protein,429,8,0,(pine wood nematode) hypothetical protein,0.0903039428325555,(pine wood nematode) hypothetical protein [0.0903] | GPI-anchored protein pfl2 [0.0767] | Flocculation protein FLO11-like [0.0189] | GPI anchored protein [0.0182] | GPI-anchored protein [0.0173] | Flocculation protein FLO11 [0.0156] | Secreted mucin [0.0148] | SEA domain-containing protein [0.0142] | Mucin-5AC-like [0.0137] | Protein spaetzle [0.0125],False,False,False,False,GO:0005575,cellular_component,0.9852,1,GO:0016020,membrane,0.8896,3,16,11,4,"membrane | plasma membrane | intrinsic component of membrane | anchored component of membrane | cell projection | plasma membrane bounded cell projection | plasmodesmatal plasma membrane | integral component of membrane | axon | membrane stack | phosphotransferase activity, for other substituted phosphate groups",True,True,True,3,"Phosphatidylinositol phosphotransferase that specifically catalyzes the transfer of phosphatidylinositol 4,5-bisphosphate from one molecule of phosphatidylinositol to another, with a preference for phosphatidylinositol 3-phosphate",23,1,,False,Protein modification; protein glycosylation.,4,85,,False,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,1
B9J08_001481,B9J08_001481,B9J08_001481-t37_1,hypothetical protein,278,1,0,Vesicle transport protein,0.0892405288831098,"Vesicle transport protein [0.0892] | MARVEL domain-containing protein [0.0582] | Transmembrane protein, [0.0526] | Transmembrane protein [0.0404] | (pine wood nematode) hypothetical protein [0.0371] | Transmembrane protein 144 [0.0173] | Zinc finger protein [0.0125] | Transmembrane protein 144-like [0.0124] | (thale cress) hypothetical protein [0.0094] | Heat shock protein [0.0066]",False,False,False,False,GO:0044425,membrane part,0.9708,1,GO:0016021,integral component of membrane,0.9305,3,18,11,11,integral component of membrane | intrinsic component of membrane | regulation of biological process | cell cortex part | regulation of cellular process | positive regulation of biological process | intracellular part | cellular bud neck | organelle part | establishment of cell polarity | intracellular organelle part,True,True,True,3,Plays a role in establishing cell polarity and bud site selection.,11,1,,False,Lipid metabolism; fatty acid metabolism.,5,20,,False,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,1
B9J08_000521,B9J08_000521,B9J08_000521-t37_1,hypothetical protein,336,13,0,T-SNARE coiled-coil homology domain-containing protein,0.0889212926673131,T-SNARE coiled-coil homology domain-containing protein [0.0889] | T-SNARE [0.0252] | Hypothetical_protein [0.0251] | Hypothetical protein [0.0189] | (pine wood nematode) hypothetical protein [0.0149] | Protein 2 [0.0044] | F-BAR domain-containing protein [0.0039] | Piso0_002498 protein [0.0029] | Similar to Saccharomyces cerevisiae YER005C ATG16 Protein with a role in endocytosis and exocytosis [0.0000] | Similar to Saccharomyces cerevisiae YAL013C ATG16 Protein with a role in endocytosis and exocytosis [0.0000],False,False,False,False,GO:0005575,cellular_component,0.8902,1,GO:0044424,intracellular part,0.8426,3,18,11,1,intracellular part | regulation of biological process | intracellular organelle | intracellular organelle part | cytoplasm | organelle part | intracellular membrane-bounded organelle | regulation of response to stimulus | regulation of cellular process | nucleus | positive regulation of biological process,True,True,True,3,Positive regulator of pheromone-induced cell death.,6,1,,False,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_005560,B9J08_005560,B9J08_005560-t37_1,hypothetical protein,176,43,5,Secreted protein,0.0878232230697322,Secreted protein [0.0878] | Conserved protein [0.0295] | Fit3p [0.0269] | KRE1-like protein [0.0190] | Protein KRE1 [0.0185] | Cell wall protein [0.0148] | Extracellular conserved serine-rich protein [0.0111] | GPI-anchored protein 26 [0.0050] | Cell wall beta-glucan synthesis [0.0050] | Cell wall protein SED1 [0.0030],False,False,False,False,GO:0005575,cellular_component,0.9241,1,GO:0031225,anchored component of membrane,0.7168,3,18,12,7,anchored component of membrane | fungal-type cell wall | plasma membrane | intrinsic component of membrane | membrane | cell wall | extracellular region | external encapsulating structure | cell surface | yeast-form cell wall | hyphal cell wall | response to stimulus,True,True,True,3,Cell surface protein required for proper cell wall integrity and for the correct assembly of the mannoprotein outer layer of the cell wall. Important for biofilm formation.,27,1,,False,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Interacts with RBOHF.,3,1,,False,True,1
B9J08_005543,B9J08_005543,B9J08_005543-t37_1,hypothetical protein,416,26,1,Protein pal1,0.0877946882745605,"Protein pal1 [0.0878] | Protein STB3 [0.0198] | Protein will die slowly [0.0184] | WGS project CCBQ000000000 data, contig 00015 [0.0048] | WGS project CCBQ000000000 data, contig 00106 [0.0039] | Multicopy suppressor of pop two [0.0030] | WGS project CCBQ000000000 data, contig 00107 [0.0030] | Multicopy suppressor of leflunomide sensitivity [0.0028] | WGS project CCBQ000000000 data, contig 00016 [0.0020] | WGS project CCBQ000000000 data, contig 00058 [0.0017]",False,False,False,False,GO:0005575,cellular_component,0.9142,1,GO:0030427,site of polarized growth,0.8557,4,20,15,13,site of polarized growth | cellular bud neck | intracellular part | regulation of biological process | cytoplasm | regulation of cellular process | cellular bud tip | regulation of cell growth | incipient cellular bud site | mating projection tip | regulation of growth | cell cycle | positive regulation of biological process | cell cycle process | regulation of cellular component organization,True,True,True,3,"Adapter protein implicated in the regulation of a large spectrum of both general and specialized growth processes. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner.",46,1,,False,Protein modification; protein glycosylation.,4,85,,False,Homodimer.,1,182,,False,False,0
B9J08_002295,B9J08_002295,B9J08_002295-t37_1,hypothetical protein,291,25,1,Fibroin heavy chain-like,0.0875893567202754,Fibroin heavy chain-like [0.0876] | Hypothetical protein [0.0425] | Ice-structuring protein 4-like [0.0191] | Processed variable antigen [0.0145] | Fibroin heavy chain [0.0125] | Silk fibroin [0.0113] | Glycine-rich cell wall structural protein 1 [0.0109] | Secreted protein [0.0081] | Sericin-1-like [0.0068] | Fibroin [0.0059],False,False,False,False,GO:0005575,cellular_component,0.9907,1,GO:0016020,membrane,0.9299,3,17,12,8,membrane | intrinsic component of membrane | homeostatic process | plasma membrane | regulation of biological quality | ion homeostasis | tube development | chemical homeostasis | positive regulation of cellular process | integral component of membrane | membrane stack | anatomical structure homeostasis,True,True,True,3,Probably plays a role in the internalization of ion channels.,10,1,,False,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Interacts with BCL2.,3,1,,False,True,1
B9J08_004193,B9J08_004193,B9J08_004193-t37_1,hypothetical protein,555,5,0,TPX2_importin domain-containing protein,0.0873560090020104,TPX2_importin domain-containing protein [0.0874] | TPX2 domain-containing protein [0.0258] | SH3 domain-containing protein [0.0225] | Protein kinase domain-containing protein [0.0201] | PH domain-containing protein [0.0143] | Flocculation protein FLO11-like [0.0101] | Protein TPX2 [0.0086] | Protein TPX2-like [0.0060] | Serine/threonine-protein kinase LATS1 [0.0043] | Flocculation protein FLO11 [0.0043],False,False,False,False,GO:0008150,biological_process,0.7825,1,GO:0050789,regulation of biological process,0.7,2,20,12,12,regulation of biological process | intracellular part | regulation of cellular process | organic cyclic compound binding | nucleic acid binding | heterocyclic compound binding | nucleus | regulation of cellular biosynthetic process | intracellular membrane-bounded organelle | regulation of macromolecule metabolic process | regulation of biosynthetic process | regulation of cell population proliferation,True,True,True,3,The C-terminal half is thought to act as a peptide bond between the molybdenum cofactor and the substrate.,18,1,,False,Lipid metabolism; fatty acid metabolism.,5,20,,False,Homodimer.,1,182,,False,False,0
B9J08_005090,B9J08_005090,B9J08_005090-t37_1,hypothetical protein,236,22,0,DDE_Tnp_1_7 domain-containing protein,0.0873347052767891,"DDE_Tnp_1_7 domain-containing protein [0.0873] | ORF4 [0.0188] | ORF43 [0.0174] | Hypothetical protein [0.0146] | ORF45 [0.0118] | WGS project CBMG000000000 data, contig CS5907- [0.0077] | ORF3 [0.0054] | WGS project CBME000000000 data, contig [0.0052] | ORF31 [0.0047] | Protein ORF43 [0.0043]",False,False,False,False,GO:0005575,cellular_component,0.6352,1,GO:0044424,intracellular part,0.6245,2,17,10,1,intracellular part | enzyme regulator activity | molecular function regulator | cytoplasm | cytosol | cyclin-dependent protein serine/threonine kinase regulator activity | protein-containing complex | kinase regulator activity | regulation of biological process | regulation of metabolic process,True,True,True,3,Adapter protein which interacts with cyclin-dependent kinases and regulates their kinase activity.,12,1,,False,Protein modification; protein glycosylation.,4,85,,False,Heterodimer of an alpha and a beta chain.,8,2,,False,False,0
B9J08_004528,B9J08_004528,B9J08_004528-t37_1,hypothetical protein,253,26,0,NADH-u_ox-rdase domain-containing protein,0.0872068464421097,"NADH-u_ox-rdase domain-containing protein [0.0872] | NADH-ubiquinone oxidoreductase subunit [0.0492] | Hypothetical_protein [0.0406] | Mitochondrial import inner membrane translocase subunit Tim23 [0.0396] | Complex I-B16.6 [0.0273] | Mitochondrial import inner membrane translocase subunit Tim29 [0.0163] | OCIA domain-containing protein [0.0142] | Transmembrane protein [0.0129] | WGS project CCBQ000000000 data, contig 00015 [0.0116] | Transmembrane protein, [0.0113]",False,False,False,False,GO:0044444,cytoplasmic part,0.8395,1,GO:0044424,intracellular part,0.8205,3,18,8,8,intracellular part | mitochondrial part | intracellular organelle | mitochondrion | intracellular membrane-bounded organelle | macromolecule biosynthetic process | intracellular organelle part | cellular macromolecule biosynthetic process,True,True,True,3,Provides the tetrahydrobiopterin moiety necessary for the assembly of the large ribosomal subunit.,13,1,,False,Secondary metabolite biosynthesis.,3,19,,False,Homodimer.,1,182,,False,False,0
B9J08_000702,B9J08_000702,B9J08_000702-t37_1,hypothetical protein,140,9,0,RTT105 (Y,0.0871476724651793,RTT105 (Y [0.0871] | RPA_interact_N domain-containing protein [0.0800] | BRD4_CDT domain-containing protein [0.0146] | Coiled-coil domain-containing protein 25 [0.0116] | Importin subunit alpha-2 [0.0108] | Snf7-domain-containing protein [0.0097] | Regulator of rDNA transcription 14 [0.0092] | RTT105-like protein [0.0082] | Importin subunit alpha-7 [0.0075] | Anaphase-promoting complex subunit 15 [0.0068],False,False,False,False,GO:0008150,biological_process,0.7448,1,GO:0071704,organic substance metabolic process,0.6788,2,19,13,5,organic substance metabolic process | primary metabolic process | intracellular part | metabolic process | protein metabolic process | macromolecule metabolic process | organonitrogen compound metabolic process | nitrogen compound metabolic process | intracellular organelle part | organelle part | proteolysis | nuclear part | cytosol,True,True,True,3,The biosynthesis of nitric oxide is mediated by the three enzymes ALDH1 and ALDH2.,14,1,,False,Nitrogen metabolism.,2,20,,False,Homotrimer.,1,54,,False,False,0
B9J08_005546,B9J08_005546,B9J08_005546-t37_1,hypothetical protein,332,5,0,Integral membrane protein,0.0867318477651089,"Integral membrane protein [0.0867] | Transmembrane protein [0.0245] | Hypothetical protein [0.0238] | DUF202 domain-containing protein [0.0227] | DUF2012 domain-containing protein [0.0193] | ADP,ATP carrier protein [0.0151] | Polycystic kidney disease protein 1-like 2 [0.0129] | DUF2029 domain-containing protein [0.0100] | Integral membrane [0.0087] | Transmembrane protein, [0.0085]",False,False,False,False,GO:0005575,cellular_component,0.9309,1,GO:0016021,integral component of membrane,0.9096,3,17,9,6,integral component of membrane | intrinsic component of membrane | membrane | oxidoreductase activity | plasma membrane | transport | establishment of localization | metabolic process | localization,True,True,True,3,Probable thiol-disulfide oxidoreductase that may participate in various redox reactions.,10,4,,False,Polyketide biosynthesis.,2,1,,False,Interacts with B'THETA and B'THETA.,5,13,,False,False,0
B9J08_003491,B9J08_003491,B9J08_003491-t37_1,hypothetical protein,284,8,0,F-box/LRR-repeat protein,0.086256989011522,"F-box/LRR-repeat protein [0.0863] | Leucine-rich repeat domain, L domain-containing protein [0.0683] | LRR domain containing protein [0.0491] | Leucine-rich repeat domain, L domain-like protein [0.0369] | LRR_6 domain-containing protein [0.0287] | FBD domain-containing protein [0.0252] | Ubiquitin-protein ligase [0.0214] | F-box/LRR protein [0.0176] | F-box/FBD/LRR-repeat protein [0.0175] | F-box/LRR-repeat protein 15 [0.0153]",False,False,False,False,GO:0008150,biological_process,0.7283,1,GO:0044424,intracellular part,0.5585,3,18,11,4,intracellular part | vacuole | regulation of intracellular signal transduction | multicellular organismal process | intracellular organelle | intracellular membrane-bounded organelle | system process | renal system process | lysosome | lytic vacuole | regulation of signal transduction,True,True,True,3,Required for the maintenance of vacuolar acidification.,7,1,,False,Mycotoxin biosynthesis.,2,2,,False,Interacts with SORL1 ; this interaction is required for OBSOLETE localization to the cilium membrane.,15,1,obsolete_placeholder,True,True,1
B9J08_002656,B9J08_002656,B9J08_002656-t37_1,hypothetical protein,297,21,0,Ion_trans domain-containing protein,0.0854880261608971,"Ion_trans domain-containing protein [0.0855] | N-acetylglucosaminyltransferase complex [0.0561] | Hypothetical protein [0.0434] | Transmembrane protein [0.0267] | N-acetylglucosaminyltransferase complex, subunit PIG-Q/GPI1 [0.0262] | ABC transmembrane type-1 domain-containing protein [0.0248] | N-acetylglucosaminyltransferase complex, subunit PIG-Q/GPI1, required for phosphatidylinositol biosynthesis [0.0211] | Conserved plasma membrane protein [0.0199] | Cystic fibrosis transmembrane conductance regulator [0.0129] | Transmembrane protein, [0.0121]",False,False,False,False,GO:0008150,biological_process,0.9276,1,GO:0016021,integral component of membrane,0.8775,4,18,10,9,integral component of membrane | intrinsic component of membrane | intracellular part | organelle part | intracellular organelle part | endoplasmic reticulum part | organelle organization | organelle membrane | cellular component organization | cellular component organization or biogenesis,True,True,True,3,Involved in cell polarity control.,5,1,,False,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Interacts with ZMYND10.,3,1,,False,True,1
B9J08_004305,B9J08_004305,B9J08_004305-t37_1,hypothetical protein,662,67,1,AAA domain-containing protein,0.0841547314884878,AAA domain-containing protein [0.0842] | C2H2-type domain-containing protein [0.0736] | Protein kinase domain-containing protein [0.0407] | CABIT domain-containing protein [0.0160] | AAA-domain-containing protein [0.0134] | SH2 domain-containing protein [0.0116] | Ca2+-dependent phospholipid-binding protein synaptotagmin [0.0084] | C2 domain-containing protein [0.0077] | Crossover junction endonuclease mus81 [0.0067] | DNA polymerase [0.0062],False,False,False,False,GO:0005575,cellular_component,0.8466,1,GO:0016020,membrane,0.6114,5,17,11,5,membrane | plasma membrane | intracellular part | regulation of biological process | signal transduction | regulation of cellular process | cell division | intracellular signal transduction | cytoplasm | catabolic process | cellular catabolic process,True,True,True,3,May be involved in the regulation of cellular division and morphogenesis.,11,1,,False,Amine and polyamine metabolism; glycine degradation.,6,1,,False,Interacts with B'THETA and B'THETA.,5,13,,False,False,0
B9J08_004105,B9J08_004105,B9J08_004105-t37_1,hypothetical protein,203,4,0,Protein FAM228B,0.0835960049103352,Protein FAM228B [0.0836] | FAM228B [0.0652] | FAM228A [0.0485] | Protein FAM228A [0.0427] | RecBCD nuclease inhibitor [0.0287] | Cyclin-dependent kinases regulatory subunit [0.0232] | Protein FAM228B-like [0.0144] | Non-specific serine/threonine protein kinase [0.0111] | Protein FAM228A-like [0.0086] | Primosomal protein [0.0055],False,False,False,False,GO:0044464,cell part,0.9141,1,GO:0044424,intracellular part,0.8804,3,17,10,5,intracellular part | intracellular organelle part | organelle part | intracellular protein-containing complex | intracellular organelle | intracellular membrane-bounded organelle | protein-containing complex | nucleus | cell cycle | reproductive process,True,True,True,3,"Component of the OBSOLETE complex, a complex that acts as a regulator of cell cycle progression and is essential for stability of the BBSome complex.",25,1,obsolete_placeholder,True,Amino-acid biosynthesis.,2,32,,False,"Interacts with YIF1, YIP3, YIP4 and YIP5.",7,5,,False,True,1
B9J08_000817,B9J08_000817,B9J08_000817-t37_1,hypothetical protein,94,10,0,NAM-associated domain-containing protein,0.082233340571057,NAM-associated domain-containing protein [0.0822] | Hypothetical protein [0.0303] | Meiosis protein 5 homolog [0.0281] | Nkap_C domain-containing protein [0.0249] | Hypothetical_protein [0.0172] | (pine wood nematode) hypothetical protein [0.0117] | Pre-mRNA-splicing factor SLU7 [0.0091] | Meiosis protein 5 [0.0049] | Hypothetical_protein_-_conserved [0.0028] | Anaphase-promoting complex subunit 11 [0.0020],False,False,False,False,GO:0005575,cellular_component,0.8309,1,GO:0044424,intracellular part,0.8209,2,19,12,5,intracellular part | intracellular organelle | intracellular membrane-bounded organelle | intracellular protein-containing complex | catalytic complex | protein-containing complex | transferase complex | cellular component organization | cellular component organization or biogenesis | nucleus | regulation of metabolic process | cytoplasm,True,True,True,3,"Non-catalytic subunit of the obisolate reductase complex, a multiprotein complex that catalyzes the initial transfer of a defined glycan ManGlcNAc in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in ubiquitin chains, the first step in ubiquitin chain maturation. The complex also has a depalmitoyl transferase activity.",54,1,extreme_length_outlier,True,Amino-acid biosynthesis.,2,32,,False,Interacts with OBSOLETE Tetramer of 2 alpha and 2 beta chains.,11,1,obsolete_placeholder,True,True,2
B9J08_001517,B9J08_001517,B9J08_001517-t37_1,hypothetical protein,811,4,0,Mitotic interactor and substrate of PLK1,0.0820372993928346,Mitotic interactor and substrate of PLK1 [0.0820] | Mitotic checkpoint serine/threonine-protein kinase BUB1 [0.0498] | (pine wood nematode) hypothetical protein [0.0205] | M-phase phosphoprotein 8 [0.0149] | ZM domain-containing protein [0.0109] | ELM2 and SANT domain-containing protein 1 [0.0083] | Nuclear receptor coactivator 6 [0.0070] | Mitotic interactor and substrate of PLK1-like [0.0023] | M-phase phosphoprotein 9 [0.0018] | Mitotic phosphoprotein [0.0018],False,False,False,False,GO:0008150,biological_process,0.9499,1,GO:0044424,intracellular part,0.8593,4,19,12,10,intracellular part | intracellular organelle | intracellular membrane-bounded organelle | cellular component organization or biogenesis | organelle assembly | cellular component organization | macromolecule localization | localization | organelle organization | protein localization | response to stimulus | nucleus,True,True,True,3,Required for the localization to the plasma membrane of the ribosomal protein S6.,13,1,,False,"Polyol metabolism; 1,2-propanediol degradation.",4,2,,False,"Interacts with YIF1, YIP3, YIP4 and YIP5.",7,5,,False,False,0
B9J08_004416,B9J08_004416,B9J08_004416-t37_1,hypothetical protein,233,8,0,BRICHOS domain-containing protein,0.0819486462824273,"BRICHOS domain-containing protein [0.0819] | BRICHOS domain-containing protein 5 [0.0670] | Transmembrane protein 98 [0.0371] | BRICHOS domain containing 5 [0.0353] | Interleukin-6 [0.0275] | Transmembrane protein, [0.0238] | GNVR domain-containing protein [0.0129] | Transmembrane protein [0.0125] | Transmembrane protein 41B [0.0100] | Tumor necrosis factor alpha-induced protein 2 [0.0088]",False,False,False,False,GO:0005575,cellular_component,0.9031,1,GO:0016021,integral component of membrane,0.8004,4,17,11,7,integral component of membrane | intrinsic component of membrane | regulation of receptor signaling pathway via STAT | regulation of biological process | positive regulation of receptor signaling pathway via STAT | regulation of cellular process | regulation of receptor signaling pathway via JAK-STAT | external side of plasma membrane | plasma membrane part | side of membrane | regulation of cell communication,True,True,True,3,May function as an adapter protein or regulator of Ras signaling pathways.,12,1,,False,Protein modification; protein glycosylation.,4,85,,False,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,1
B9J08_000110,B9J08_000110,B9J08_000110-t37_1,hypothetical protein,273,19,0,Helitron_like_N domain-containing protein,0.0809769628302752,Helitron_like_N domain-containing protein [0.0810] | Aldo_ket_red domain-containing protein [0.0139] | Hypothetical protein [0.0119] | Pentatricopeptide repeat-containing protein [0.0091] | ATP synthase mitochondrial F1 complex assembly factor 2 [0.0087] | Helicase [0.0073] | DUF294_C domain-containing protein [0.0067] | DUF2236 domain-containing protein [0.0064] | ATP-dependent DNA helicase [0.0060] | Acyl-CoA_dh_N domain-containing protein [0.0060],False,False,False,False,GO:0005575,cellular_component,0.9196,1,GO:0044424,intracellular part,0.8562,2,20,11,11,intracellular part | cation binding | metal ion binding | ion binding | intracellular organelle part | intracellular organelle | organelle part | integral component of membrane | intracellular membrane-bounded organelle | intrinsic component of membrane | mitochondrion,True,True,True,3,Probable ion channel.,3,3,,False,Amino-acid biosynthesis; ergothioneine biosynthesis.,4,13,,False,Homodimer.,1,182,,False,False,0
B9J08_005561,B9J08_005561,B9J08_005561-t37_1,hypothetical protein,173,43,5,Fit2p,0.080710837456121,Fit2p [0.0807] | Fit3p [0.0482] | Secreted protein [0.0298] | Conserved protein [0.0277] | Cell wall protein [0.0101] | Fit2 [0.0092] | Fit2 protein [0.0025] | Cell wall beta-glucan synthesis [0.0024] | Fit3 [0.0013] | EM14S01-3B_G0010840.mRNA.1.CDS.1 [0.0001],False,False,False,False,GO:0005575,cellular_component,0.9741,1,GO:0031225,anchored component of membrane,0.7852,3,20,14,14,anchored component of membrane | cell wall | external encapsulating structure | ion homeostasis | homeostatic process | inorganic ion homeostasis | cation homeostasis | fungal-type cell wall | plasma membrane | metal ion homeostasis | iron ion homeostasis | intrinsic component of membrane | regulation of biological quality | extracellular region,True,True,True,3,Regulates iron and copper homeostasis.,5,1,,False,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_004106,B9J08_004106,B9J08_004106-t37_1,hypothetical protein,347,4,0,Dentin sialophosphoprotein-like,0.0806618789697186,Dentin sialophosphoprotein-like [0.0807] | Acidic repeat-containing protein-like [0.0746] | Replicase polyprotein 1a [0.0594] | Prostatic spermine-binding protein-like [0.0371] | Dentin sialophosphoprotein [0.0351] | Halomucin [0.0225] | Acidic repeat-containing protein [0.0224] | Clumping factor B [0.0101] | Prostatic spermine-binding protein [0.0079] | Clumping factor A [0.0078],False,False,False,False,GO:0008150,biological_process,0.6806,1,GO:0005634,nucleus,0.6426,3,17,10,4,nucleus | intracellular organelle | intracellular membrane-bounded organelle | intracellular part | organic substance metabolic process | cellular metabolic process | metabolic process | organonitrogen compound metabolic process | macromolecule metabolic process | cellular macromolecule metabolic process,True,True,True,3,Produces nitric oxide which is a messenger molecule with diverse functions throughout the body.,14,2,,False,Nitrogen metabolism.,2,20,,False,Homotetramer.,1,11,,False,False,0
B9J08_001700,B9J08_001700,B9J08_001700-t37_1,hypothetical protein,676,18,0,THO complex subunit 5,0.0806480913128856,THO complex subunit 5 [0.0806] | Hypothetical_protein [0.0301] | THO complex subunit 5-like protein [0.0165] | J domain-containing protein [0.0122] | Hypothetical protein [0.0115] | THO complex subunit 5B [0.0087] | THO complex subunit 5 homolog [0.0065] | DUF4708 domain-containing protein [0.0052] | Centrosomal protein of 44 kDa [0.0051] | C2H2-type domain-containing protein [0.0048],False,False,False,False,GO:0008150,biological_process,0.9887,1,GO:0044424,intracellular part,0.8636,5,20,13,13,intracellular part | localization | regulation of cellular process | regulation of biological process | macromolecule localization | protein localization | cellular localization | cellular protein localization | cellular component organization | cellular macromolecule localization | cellular component organization or biogenesis | organelle part | intracellular organelle part,True,True,True,3,"Localizes to the cytoplasm, where it affects tyrosine kinase signaling.",10,1,,False,Protein modification; protein glycosylation.,4,85,,False,"Component of the zolzolin complex, composed of OsaA, OsaB, OsaC and OsaD.",12,1,,False,False,0
