Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,Beam_Count,Beam_Unique_Normalised_Labels,Beam_Top_Label_Repetition_Count,Beam_Exact_Lexical_Coherence,Beam_Most_Repeated_Normalised_Label,Beam_Normalised_Labels,Suspicious_Output_Reason,Suspicious_Output_Rule_Match,Ortholog_Count_Quartile_Bin,Protein_Length_Quartile_Bin
B9J08_005293,B9J08_005293,B9J08_005293-t37_1,hypothetical protein,168,8,0,Hypothetical protein,0.051152543191803,"Hypothetical protein [0.0512] | (pine wood nematode) hypothetical protein [0.0213] | (thale cress) hypothetical protein [0.0050] | 40S ribosomal protein S15 [0.0046] | Transcription initiation factor TFIID subunit 8 [0.0034] | Vacuolar protein sorting-associated protein [0.0030] | WGS project CBMG000000000 data, contig CS5907- [0.0027] | Transcription initiation factor TFIID subunit 6 [0.0023] | DUF3350 domain-containing protein [0.0020] | Vacuolar protein sorting-associated protein 72 homolog [0.0015]",True,False,False,False,GO:0008150,biological_process,0.8676,1,GO:0097159,organic cyclic compound binding,0.6343,3,19,14,4,organic cyclic compound binding | heterocyclic compound binding | microtubule bundle formation | organic substance biosynthetic process | DNA binding | organelle organization | cellular polysaccharide biosynthetic process | nucleic acid binding | response to stimulus | vesicle | regulation of biological process | cellular component organization | organic substance metabolic process | primary metabolic process,True,True,False,2,10,10,1,0.1,"(pine wood nematode) hypothetical protein | (thale cress) hypothetical protein | 40s ribosomal protein s15 | duf3350 domain containing protein | hypothetical protein | transcription initiation factor tfiid subunit 6 | transcription initiation factor tfiid subunit 8 | vacuolar protein sorting associated protein | vacuolar protein sorting associated protein 72 homolog | wgs project cbmg000000000 data, contig cs5907","hypothetical protein | (pine wood nematode) hypothetical protein | (thale cress) hypothetical protein | 40s ribosomal protein s15 | transcription initiation factor tfiid subunit 8 | vacuolar protein sorting associated protein | wgs project cbmg000000000 data, contig cs5907 | transcription initiation factor tfiid subunit 6 | duf3350 domain containing protein | vacuolar protein sorting associated protein 72 homolog",,False,"(-0.001, 8.0]","(65.999, 173.0]"
B9J08_002621,B9J08_002621,B9J08_002621-t37_1,hypothetical protein,247,21,0,Hypothetical_protein,0.0510101007854265,Hypothetical_protein [0.0510] | Str. FM013 [0.0227] | Mitochondrial fission regulator 1-like [0.0182] | Hypothetical protein [0.0167] | Histone deacetylase 14 [0.0046] | Sister chromatid cohesion protein [0.0035] | Mitochondrial fission regulator 1 [0.0031] | Sister chromatid cohesion protein DCC1 [0.0021] | Serine/threonine-protein kinase [0.0021] | Ribosomal RNA-processing protein 8 [0.0019],True,False,False,False,GO:0005575,cellular_component,0.941,1,GO:0044424,intracellular part,0.8854,4,20,14,14,intracellular part | intracellular membrane-bounded organelle | nucleus | intracellular organelle | nucleic acid metabolic process | cellular response to stimulus | response to stimulus | organic substance metabolic process | cellular aromatic compound metabolic process | nucleobase-containing compound metabolic process | DNA metabolic process | response to stress | primary metabolic process | macromolecule metabolic process,True,True,False,2,10,9,2,0.2,hypothetical protein,hypothetical protein | str. fm013 | mitochondrial fission regulator 1 like | hypothetical protein | histone deacetylase 14 | sister chromatid cohesion protein | mitochondrial fission regulator 1 | sister chromatid cohesion protein dcc1 | serine/threonine protein kinase | ribosomal rna processing protein 8,,False,"(17.0, 22.0]","(173.0, 289.0]"
B9J08_004283,B9J08_004283,B9J08_004283-t37_1,hypothetical protein,111,1,0,Hypothetical protein,0.0509357736911312,"Hypothetical protein [0.0509] | Ovule protein [0.0363] | Transposase [0.0162] | Bgt- [0.0111] | WGS project CBMI000000000 data, contig [0.0029] | Histone-lysine N-methyltransferase SETMAR [0.0025] | WGS project CBMG000000000 data, contig CS5907- [0.0017] | Histone H3 [0.0014] | WGS project CBME000000000 data, contig [0.0009] | Histone deacetylase [0.0007]",True,False,False,False,GO:0008150,biological_process,0.8785,1,GO:0050789,regulation of biological process,0.8222,3,20,12,7,regulation of biological process | regulation of cellular process | intracellular part | positive regulation of cellular process | positive regulation of biological process | signal transduction | intracellular organelle | intracellular membrane-bounded organelle | regulation of cell death | regulation of apoptotic process | regulation of programmed cell death | intracellular signal transduction,True,True,False,2,10,10,1,0.1,"bgt | histone deacetylase | histone h3 | histone lysine n methyltransferase setmar | hypothetical protein | ovule protein | transposase | wgs project cbme000000000 data, contig | wgs project cbmg000000000 data, contig cs5907 | wgs project cbmi000000000 data, contig","hypothetical protein | ovule protein | transposase | bgt | wgs project cbmi000000000 data, contig | histone lysine n methyltransferase setmar | wgs project cbmg000000000 data, contig cs5907 | histone h3 | wgs project cbme000000000 data, contig | histone deacetylase",,False,"(-0.001, 8.0]","(65.999, 173.0]"
B9J08_001663,B9J08_001663,B9J08_001663-t37_1,hypothetical protein,249,17,0,Str. FM013,0.0496787405891258,"Str. FM013 [0.0497] | Hypothetical protein [0.0414] | Similar to [0.0217] | Expressed conserved protein [0.0195] | Expressed protein [0.0114] | WGS project CBMI000000000 data, contig [0.0100] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0039] | WGS project CBMG000000000 data, contig CS5907- [0.0033] | Serine-rich protein [0.0033] | Serine/arginine repetitive matrix protein 1-like [0.0020]",False,False,False,False,GO:0008150,biological_process,0.5433,1,GO:0004864,protein phosphatase inhibitor activity,0.4132,2,19,15,0,protein phosphatase inhibitor activity | phosphatase inhibitor activity | circadian rhythm | cytoplasm | enzyme inhibitor activity | protein serine/threonine phosphatase inhibitor activity | localization | movement of cell or subcellular component | protein phosphatase regulator activity | intracellular part | molecular function regulator | rhythmic process | cilium movement | cell cycle process | cell projection,True,False,True,2,10,10,1,0.1,"expressed conserved protein | expressed protein | hypothetical protein | podospora anserina s mat+ genomic dna chromosome 7, supercontig 1 | serine rich protein | serine/arginine repetitive matrix protein 1 like | similar to | str. fm013 | wgs project cbmg000000000 data, contig cs5907 | wgs project cbmi000000000 data, contig","str. fm013 | hypothetical protein | similar to | expressed conserved protein | expressed protein | wgs project cbmi000000000 data, contig | podospora anserina s mat+ genomic dna chromosome 7, supercontig 1 | wgs project cbmg000000000 data, contig cs5907 | serine rich protein | serine/arginine repetitive matrix protein 1 like",,False,"(8.0, 17.0]","(173.0, 289.0]"
B9J08_004314,B9J08_004314,B9J08_004314-t37_1,hypothetical protein,274,18,0,Hypothetical protein,0.0485432548493032,Hypothetical protein [0.0485] | Nucleotid_trans domain-containing protein [0.0420] | NAD(P)-binding protein [0.0286] | NmrA domain-containing protein [0.0226] | NAD_binding_4 domain-containing protein [0.0126] | NAD(P)-binding domain [0.0090] | NAD(P)-bd_dom domain-containing protein [0.0077] | Glycosyltransferase family 1 protein [0.0054] | UDP-glucose 4-epimerase [0.0053] | UDP-glucose:Glycoprotein Glucosyltransferase [0.0048],True,False,False,False,GO:0003674,molecular_function,0.8255,1,GO:0006807,nitrogen compound metabolic process,0.8116,2,18,14,14,nitrogen compound metabolic process | cellular metabolic process | organonitrogen compound metabolic process | organic substance metabolic process | cellular aromatic compound metabolic process | metabolic process | cellular biosynthetic process | organonitrogen compound biosynthetic process | biosynthetic process | primary metabolic process | small molecule metabolic process | transferase activity | nucleotide metabolic process | nucleoside phosphate metabolic process,True,True,False,2,10,10,1,0.1,glycosyltransferase family 1 protein | hypothetical protein | nad binding 4 domain containing protein | nad(p) bd dom domain containing protein | nad(p) binding domain | nad(p) binding protein | nmra domain containing protein | nucleotid trans domain containing protein | udp glucose 4 epimerase | udp glucose:glycoprotein glucosyltransferase,hypothetical protein | nucleotid trans domain containing protein | nad(p) binding protein | nmra domain containing protein | nad binding 4 domain containing protein | nad(p) binding domain | nad(p) bd dom domain containing protein | glycosyltransferase family 1 protein | udp glucose 4 epimerase | udp glucose:glycoprotein glucosyltransferase,,False,"(17.0, 22.0]","(173.0, 289.0]"
B9J08_005321,B9J08_005321,B9J08_005321-t37_1,hypothetical protein,105,9,0,Transmembrane protein INAFM2,0.0484867044160088,"Transmembrane protein INAFM2 [0.0485] | Hypothetical protein [0.0396] | Agrin-like [0.0304] | Ovule protein [0.0296] | Transmembrane protein [0.0284] | Transmembrane protein, [0.0262] | Agrin [0.0216] | Transmembrane protein INAFM1 [0.0188] | TMEM132D_N domain-containing protein [0.0134] | InaF motif containing 2 [0.0132]",False,False,False,False,GO:0005575,cellular_component,0.7709,1,GO:0016020,membrane,0.3855,3,17,12,0,membrane | extracellular region | host cellular component | plasma membrane | intrinsic component of membrane | integral component of membrane | leaflet of membrane bilayer | host cell part | extracellular region part | membrane stack | extracellular space | mycolate outer membrane,True,False,True,2,10,9,2,0.2,transmembrane protein,transmembrane protein inafm2 | hypothetical protein | agrin like | ovule protein | transmembrane protein | transmembrane protein | agrin | transmembrane protein inafm1 | tmem132d n domain containing protein | inaf motif containing 2,,False,"(8.0, 17.0]","(65.999, 173.0]"
B9J08_002296,B9J08_002296,B9J08_002296-t37_1,hypothetical protein,196,25,1,Hypothetical_protein,0.0478844476997291,"Hypothetical_protein [0.0479] | Expressed protein [0.0433] | Secreted protein [0.0281] | Str. FM013 [0.0240] | GPI anchored protein [0.0136] | Collagen_mid domain-containing protein [0.0130] | GPI-anchored protein [0.0123] | GPI-anchored protein 23 [0.0107] | GPI-anchored protein pfl2 [0.0071] | GPI anchored protein, [0.0068]",True,False,False,False,GO:0005575,cellular_component,0.9887,1,GO:0016020,membrane,0.8379,4,17,12,7,membrane | intrinsic component of membrane | anchored component of membrane | plasma membrane | interspecies interaction between organisms | multi-organism process | integral component of membrane | extracellular region | pathogenesis | localization | cell surface | biological adhesion,True,True,False,2,10,8,3,0.3,gpi anchored protein,hypothetical protein | expressed protein | secreted protein | str. fm013 | gpi anchored protein | collagen mid domain containing protein | gpi anchored protein | gpi anchored protein 23 | gpi anchored protein pfl2 | gpi anchored protein,,False,"(22.0, 1864.0]","(173.0, 289.0]"
B9J08_001440,B9J08_001440,B9J08_001440-t37_1,hypothetical protein,243,21,0,Hypothetical protein,0.0475276807266957,"Hypothetical protein [0.0475] | Autophagy-related protein 13 [0.0346] | Hypothetical_protein [0.0256] | Bestrophin homolog [0.0146] | Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C [0.0093] | Autophagy-related protein 13b [0.0071] | Autophagy-related protein [0.0069] | Phosphoinositide phospholipase C [0.0066] | Phosphoinositide kinase, FYVE-type zinc finger containing [0.0053] | Protein FAM13A [0.0053]",True,False,False,False,GO:0005575,cellular_component,0.8357,1,GO:0044424,intracellular part,0.7305,4,20,15,11,intracellular part | regulation of biological process | regulation of cellular process | regulation of protein metabolic process | protein kinase binding | cytoplasm | regulation of protein modification process | regulation of metabolic process | regulation of nitrogen compound metabolic process | regulation of cellular protein metabolic process | regulation of phosphorus utilization | regulation of macromolecule metabolic process | metabolic process | kinase binding | regulation of phosphate metabolic process,True,True,False,2,10,9,2,0.2,hypothetical protein,"hypothetical protein | autophagy related protein 13 | hypothetical protein | bestrophin homolog | calcium/calmodulin dependent 3',5' cyclic nucleotide phosphodiesterase 1c | autophagy related protein 13b | autophagy related protein | phosphoinositide phospholipase c | phosphoinositide kinase, fyve type zinc finger containing | protein fam13a",,False,"(17.0, 22.0]","(173.0, 289.0]"
B9J08_001011,B9J08_001011,B9J08_001011-t37_1,hypothetical protein,461,12,0,Zinc finger protein,0.0471324817913789,"Zinc finger protein [0.0471] | C2H2-type domain-containing protein [0.0361] | PHD-type domain-containing protein [0.0217] | BHLH domain-containing protein [0.0189] | SPS1, serine threonine protein kinase [0.0184] | DNA helicase [0.0144] | Transcription factor [0.0137] | Protein kinase domain-containing protein [0.0108] | C2H2 finger domain-containing protein [0.0096] | C2H2 finger domain protein [0.0084]",False,False,False,False,GO:0008150,biological_process,0.5024,1,GO:0003677,DNA binding,0.3805,4,17,11,0,DNA binding | nucleic acid binding | organic cyclic compound binding | heterocyclic compound binding | cell cycle | intracellular part | cell division | cell cycle process | cellular bud neck | molecular template activity | gene conversion,True,False,True,2,10,10,1,0.1,"bhlh domain containing protein | c2h2 finger domain containing protein | c2h2 finger domain protein | c2h2 type domain containing protein | dna helicase | phd type domain containing protein | protein kinase domain containing protein | sps1, serine threonine protein kinase | transcription factor | zinc finger protein","zinc finger protein | c2h2 type domain containing protein | phd type domain containing protein | bhlh domain containing protein | sps1, serine threonine protein kinase | dna helicase | transcription factor | protein kinase domain containing protein | c2h2 finger domain containing protein | c2h2 finger domain protein",,False,"(8.0, 17.0]","(433.0, 1649.0]"
B9J08_001361,B9J08_001361,B9J08_001361-t37_1,hypothetical protein,306,10,1,Hypothetical protein,0.0470861733354578,"Hypothetical protein [0.0471] | Hypothetical_protein [0.0277] | Dimer_Tnp_hAT domain-containing protein [0.0138] | (pine wood nematode) hypothetical protein [0.0105] | DUF4801 domain-containing protein [0.0071] | Protein LAZY 1-like [0.0055] | Zinc finger protein [0.0050] | Protein LAZY 1 [0.0048] | Zinc finger BED domain-containing protein 5 [0.0040] | WGS project CCBQ000000000 data, contig 00015 [0.0033]",True,False,False,False,GO:0008150,biological_process,0.9364,1,GO:0050789,regulation of biological process,0.8099,4,19,13,13,regulation of biological process | regulation of cellular process | regulation of cellular component biogenesis | intracellular part | regulation of cellular component organization | cellular component organization or biogenesis | cellular component organization | organelle organization | cell cycle process | regulation of organelle organization | cellular metabolic process | organic substance metabolic process | intracellular organelle,True,True,False,2,10,9,2,0.2,hypothetical protein,"hypothetical protein | hypothetical protein | dimer tnp hat domain containing protein | (pine wood nematode) hypothetical protein | duf4801 domain containing protein | protein lazy 1 like | zinc finger protein | protein lazy 1 | zinc finger bed domain containing protein 5 | wgs project ccbq000000000 data, contig 00015",,False,"(8.0, 17.0]","(289.0, 433.0]"
B9J08_004194,B9J08_004194,B9J08_004194-t37_1,hypothetical protein,427,6,0,Hypothetical protein,0.0447588194869631,Hypothetical protein [0.0448] | (pine wood nematode) hypothetical protein [0.0364] | Protein TPX2 [0.0349] | Protein TPX2-like [0.0291] | TPX2 domain-containing protein [0.0259] | TPX2_importin domain-containing protein [0.0220] | Testis-expressed protein 26 [0.0173] | Hypothetical_protein [0.0147] | Bgt- [0.0139] | UPF0258 protein KIAA1024 homolog [0.0041],True,False,False,False,GO:0005488,binding,0.643,1,GO:0097159,organic cyclic compound binding,0.6071,4,20,13,4,organic cyclic compound binding | heterocyclic compound binding | nucleic acid binding | RNA binding | intracellular part | tubulin binding | nucleobase-containing compound metabolic process | nitrogen compound metabolic process | heterocycle metabolic process | cellular aromatic compound metabolic process | primary metabolic process | organic substance metabolic process | cellular metabolic process,True,True,False,2,10,9,2,0.2,hypothetical protein,hypothetical protein | (pine wood nematode) hypothetical protein | protein tpx2 | protein tpx2 like | tpx2 domain containing protein | tpx2 importin domain containing protein | testis expressed protein 26 | hypothetical protein | bgt | upf0258 protein kiaa1024 homolog,,False,"(-0.001, 8.0]","(289.0, 433.0]"
B9J08_001468,B9J08_001468,B9J08_001468-t37_1,hypothetical protein,550,11,1,Hypothetical protein,0.0432449685777585,Hypothetical protein [0.0432] | Protein kinase domain-containing protein [0.0251] | RING-type domain-containing protein [0.0216] | Hypothetical_protein [0.0145] | Titin [0.0113] | Restriction endonuclease [0.0102] | Protein CASC1 [0.0050] | DNA-directed DNA polymerase [0.0037] | Mitochondrial DNA polymerase catalytic subunit [0.0032] | Calcium-binding protein [0.0028],True,False,False,False,GO:0044464,cell part,0.8677,1,GO:0044424,intracellular part,0.853,2,18,12,10,intracellular part | organelle part | intracellular organelle part | intracellular organelle | intracellular membrane-bounded organelle | intracellular protein-containing complex | nucleus | protein-containing complex | nitrogen compound metabolic process | nuclear part | heterocycle metabolic process | cellular nitrogen compound metabolic process,True,True,False,2,10,9,2,0.2,hypothetical protein,hypothetical protein | protein kinase domain containing protein | ring type domain containing protein | hypothetical protein | titin | restriction endonuclease | protein casc1 | dna directed dna polymerase | mitochondrial dna polymerase catalytic subunit | calcium binding protein,,False,"(8.0, 17.0]","(433.0, 1649.0]"
B9J08_000361,B9J08_000361,B9J08_000361-t37_1,hypothetical protein,152,7,0,Hypothetical protein,0.0431269109269952,Hypothetical protein [0.0431] | Metastasis suppressor protein 1 [0.0333] | SCAPER_N domain-containing protein [0.0281] | IMD domain-containing protein [0.0206] | GIT1_C domain-containing protein [0.0152] | Metastasis suppressor protein 1-like [0.0093] | Schwannomin-interacting protein 1 [0.0088] | UDENN FLCN/SMCR8-type domain-containing protein [0.0068] | Metastasis suppressor 1 [0.0067] | Rop guanine nucleotide exchange factor 7 [0.0037],True,False,False,False,GO:0005575,cellular_component,0.9271,1,GO:0044424,intracellular part,0.8595,3,19,13,10,intracellular part | intracellular organelle | intracellular vesicle | cytoplasmic vesicle | vesicle | intracellular membrane-bounded organelle | intracellular organelle part | organelle part | vacuole | sperm part | cytoskeletal part | nucleus | nucleoplasm part,True,True,False,2,10,10,1,0.1,git1 c domain containing protein | hypothetical protein | imd domain containing protein | metastasis suppressor 1 | metastasis suppressor protein 1 | metastasis suppressor protein 1 like | rop guanine nucleotide exchange factor 7 | scaper n domain containing protein | schwannomin interacting protein 1 | udenn flcn/smcr8 type domain containing protein,hypothetical protein | metastasis suppressor protein 1 | scaper n domain containing protein | imd domain containing protein | git1 c domain containing protein | metastasis suppressor protein 1 like | schwannomin interacting protein 1 | udenn flcn/smcr8 type domain containing protein | metastasis suppressor 1 | rop guanine nucleotide exchange factor 7,,False,"(-0.001, 8.0]","(65.999, 173.0]"
B9J08_000906,B9J08_000906,B9J08_000906-t37_1,hypothetical protein,74,8,0,Hypothetical protein,0.0419703399089742,"Hypothetical protein [0.0420] | Phage protein [0.0234] | DH domain-containing protein [0.0217] | Phasin family protein [0.0200] | Phasin_2 domain-containing protein [0.0126] | Type I site-specific deoxyribonuclease [0.0082] | Toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein [0.0076] | Hypothetical phage protein [0.0061] | NAD-glutamate dehydrogenase [0.0055] | Exocyst complex component Sec8 [0.0037]",True,False,False,False,GO:0043226,organelle,0.5764,1,GO:0043232,intracellular non-membrane-bounded organelle,0.5614,2,20,13,3,"intracellular non-membrane-bounded organelle | non-membrane-bounded organelle | intracellular organelle | intracellular part | virion part | cytoplasm | condensed chromosome kinetochore | hydrolase activity, acting on ester bonds | hydrolase activity | nuclease activity | cytoskeleton | catalytic activity, acting on a nucleic acid | viral capsid",True,True,False,2,10,10,1,0.1,"dh domain containing protein | exocyst complex component sec8 | hypothetical phage protein | hypothetical protein | nad glutamate dehydrogenase | phage protein | phasin 2 domain containing protein | phasin family protein | toxin antitoxin system, antitoxin component, ribbon helix helix domain protein | type i site specific deoxyribonuclease","hypothetical protein | phage protein | dh domain containing protein | phasin family protein | phasin 2 domain containing protein | type i site specific deoxyribonuclease | toxin antitoxin system, antitoxin component, ribbon helix helix domain protein | hypothetical phage protein | nad glutamate dehydrogenase | exocyst complex component sec8",,False,"(-0.001, 8.0]","(65.999, 173.0]"
B9J08_002330,B9J08_002330,B9J08_002330-t37_1,hypothetical protein,305,9,0,SAG family member,0.0416334591866855,SAG family member [0.0416] | BgtE- [0.0342] | Secreted protein [0.0341] | BgtAcSP- [0.0245] | BBE domain-containing protein [0.0147] | (pine wood nematode) hypothetical protein [0.0103] | S-protein homolog [0.0079] | SAG-related sequence SRS32 [0.0035] | SAG-related sequence SRS49C [0.0026] | SAG-related sequence SRS49D [0.0024],False,False,False,False,GO:0005575,cellular_component,0.8628,1,GO:0030246,carbohydrate binding,0.4676,6,17,10,0,"carbohydrate binding | extracellular region | periplasmic space | membrane | isomerase activity | monosaccharide binding | intramolecular oxidoreductase activity | oxidoreductase activity | small molecule binding | catalytic activity, acting on a protein",True,False,True,2,10,10,1,0.1,(pine wood nematode) hypothetical protein | bbe domain containing protein | bgtacsp | bgte | s protein homolog | sag family member | sag related sequence srs32 | sag related sequence srs49c | sag related sequence srs49d | secreted protein,sag family member | bgte | secreted protein | bgtacsp | bbe domain containing protein | (pine wood nematode) hypothetical protein | s protein homolog | sag related sequence srs32 | sag related sequence srs49c | sag related sequence srs49d,,False,"(8.0, 17.0]","(289.0, 433.0]"
B9J08_005479,B9J08_005479,B9J08_005479-t37_1,hypothetical protein,348,8,0,Hypothetical_protein,0.0412730498529797,"Hypothetical_protein [0.0413] | CortBP2 domain-containing protein [0.0223] | SAP domain-containing protein [0.0206] | (Z [0.0079] | (pine wood nematode) hypothetical protein [0.0079] | DNA repair protein XRCC4 [0.0044] | DNA repair protein Sae2/CtIP [0.0039] | WGS project CCBQ000000000 data, contig 00015 [0.0038] | WGS project CCBQ000000000 data, contig 00106 [0.0025] | WGS project CCBQ000000000 data, contig 00107 [0.0019]",True,False,False,False,GO:0008150,biological_process,0.8647,1,GO:0044424,intracellular part,0.7821,3,20,12,8,intracellular part | regulation of biological process | regulation of cellular process | intracellular organelle | nucleus | negative regulation of biological process | intracellular membrane-bounded organelle | negative regulation of cellular process | regulation of primary metabolic process | regulation of catalytic activity | regulation of metabolic process | regulation of molecular function,True,True,False,2,10,10,1,0.1,"(pine wood nematode) hypothetical protein | (z | cortbp2 domain containing protein | dna repair protein sae2/ctip | dna repair protein xrcc4 | hypothetical protein | sap domain containing protein | wgs project ccbq000000000 data, contig 00015 | wgs project ccbq000000000 data, contig 00106 | wgs project ccbq000000000 data, contig 00107","hypothetical protein | cortbp2 domain containing protein | sap domain containing protein | (z | (pine wood nematode) hypothetical protein | dna repair protein xrcc4 | dna repair protein sae2/ctip | wgs project ccbq000000000 data, contig 00015 | wgs project ccbq000000000 data, contig 00106 | wgs project ccbq000000000 data, contig 00107",,False,"(-0.001, 8.0]","(289.0, 433.0]"
B9J08_002176,B9J08_002176,B9J08_002176-t37_1,hypothetical protein,392,22,0,Hypothetical protein,0.0393752736004994,"Hypothetical protein [0.0394] | C2H2-type domain-containing protein [0.0252] | DUF4378 domain-containing protein [0.0234] | Protein FAM193B [0.0219] | Expressed conserved protein [0.0123] | Protein FAM193A [0.0111] | WGS project CCBQ000000000 data, contig 00015 [0.0049] | E3 ubiquitin-protein ligase [0.0041] | Protein FAM193B-like [0.0037] | DUF2695 domain-containing protein [0.0037]",True,False,False,False,GO:0005575,cellular_component,0.9563,1,GO:0044424,intracellular part,0.8974,4,20,13,13,intracellular part | nucleus | intracellular membrane-bounded organelle | intracellular organelle | organic cyclic compound metabolic process | macromolecule metabolic process | regulation of macromolecule metabolic process | nitrogen compound metabolic process | primary metabolic process | regulation of biological process | cellular macromolecule metabolic process | cellular aromatic compound metabolic process | nucleobase-containing compound metabolic process,True,True,False,2,10,10,1,0.1,"c2h2 type domain containing protein | duf2695 domain containing protein | duf4378 domain containing protein | e3 ubiquitin protein ligase | expressed conserved protein | hypothetical protein | protein fam193a | protein fam193b | protein fam193b like | wgs project ccbq000000000 data, contig 00015","hypothetical protein | c2h2 type domain containing protein | duf4378 domain containing protein | protein fam193b | expressed conserved protein | protein fam193a | wgs project ccbq000000000 data, contig 00015 | e3 ubiquitin protein ligase | protein fam193b like | duf2695 domain containing protein",,False,"(17.0, 22.0]","(289.0, 433.0]"
B9J08_002356,B9J08_002356,B9J08_002356-t37_1,hypothetical protein,241,5,0,Hypothetical protein,0.0392226429791079,Hypothetical protein [0.0392] | Suppressor protein SRP40-like [0.0378] | Dentin sialophosphoprotein-like [0.0344] | Suppressor protein SRP40 [0.0143] | Dentin sialophosphoprotein [0.0127] | Histone H3.v1-like [0.0083] | Bromodomain adjacent to zinc finger domain protein 2B [0.0077] | Bromodomain adjacent to zinc finger domain protein 1A [0.0060] | Bromodomain adjacent to zinc finger domain 2B [0.0055] | Histone acetyltransferase GCN5 [0.0048],True,False,False,False,GO:0006795,regulation of phosphorus utilization,0.7856,1,GO:0006795,regulation of phosphorus utilization,0.7856,1,20,16,16,regulation of phosphorus utilization | regulation of phosphate metabolic process | regulation of phosphorus metabolic process | regulation of biological process | regulation of molecular function | regulation of dephosphorylation | regulation of metabolic process | regulation of catalytic activity | regulation of hydrolase activity | regulation of cellular process | regulation of phosphatase activity | regulation of cellular metabolic process | protein phosphatase inhibitor activity | phosphatase inhibitor activity | cytoplasm | negative regulation of metabolic process,True,True,False,2,10,10,1,0.1,bromodomain adjacent to zinc finger domain 2b | bromodomain adjacent to zinc finger domain protein 1a | bromodomain adjacent to zinc finger domain protein 2b | dentin sialophosphoprotein | dentin sialophosphoprotein like | histone acetyltransferase gcn5 | histone h3.v1 like | hypothetical protein | suppressor protein srp40 | suppressor protein srp40 like,hypothetical protein | suppressor protein srp40 like | dentin sialophosphoprotein like | suppressor protein srp40 | dentin sialophosphoprotein | histone h3.v1 like | bromodomain adjacent to zinc finger domain protein 2b | bromodomain adjacent to zinc finger domain protein 1a | bromodomain adjacent to zinc finger domain 2b | histone acetyltransferase gcn5,,False,"(-0.001, 8.0]","(173.0, 289.0]"
B9J08_000846,B9J08_000846,B9J08_000846-t37_1,hypothetical protein,93,18,0,Hypothetical protein,0.0389748778016567,"Hypothetical protein [0.0390] | ATP synthase-coupling factor 6, mitochondrial [0.0244] | Tick transposon [0.0149] | Cytochrome c oxidase subunit [0.0081] | Transforming growth factor beta regulator 1 [0.0054] | 39S ribosomal protein L39, mitochondrial [0.0049] | Cytochrome c oxidase subunit 4, mitochondrial [0.0047] | 39S ribosomal protein L41, mitochondrial [0.0040] | Cytochrome c oxidase subunit 4 [0.0037] | Cytochrome c oxidase subunit Vb [0.0035]",True,False,False,False,GO:0044464,cell part,0.9104,1,GO:0044424,intracellular part,0.8945,2,20,14,11,intracellular part | protein-containing complex | mitochondrial part | organelle part | intracellular organelle part | mitochondrial protein complex | intracellular protein-containing complex | membrane protein complex | metabolic process | intracellular organelle | intracellular membrane-bounded organelle | mitochondrion | inner mitochondrial membrane protein complex | catalase complex,True,True,False,2,10,10,1,0.1,"39s ribosomal protein l39, mitochondrial | 39s ribosomal protein l41, mitochondrial | atp synthase coupling factor 6, mitochondrial | cytochrome c oxidase subunit | cytochrome c oxidase subunit 4 | cytochrome c oxidase subunit 4, mitochondrial | cytochrome c oxidase subunit vb | hypothetical protein | tick transposon | transforming growth factor beta regulator 1","hypothetical protein | atp synthase coupling factor 6, mitochondrial | tick transposon | cytochrome c oxidase subunit | transforming growth factor beta regulator 1 | 39s ribosomal protein l39, mitochondrial | cytochrome c oxidase subunit 4, mitochondrial | 39s ribosomal protein l41, mitochondrial | cytochrome c oxidase subunit 4 | cytochrome c oxidase subunit vb",,False,"(17.0, 22.0]","(65.999, 173.0]"
